Text,Label
看到一堆地理考卷 923學生的表情,20
準備面對環評的各種建設,20
看到地下室了嗎 第二個生態園區,20
看，同學作業都用抄的 認真寫但不會的學渣 我,20
過年時長輩說你好有禮貌，你： 都是作秀,20
來我們團有多到吃不完的食物！ 你看～,20
放下一切吧，你單身的事實是不會變的,20
你看到處都是英文！ 蛤~~~,20
当有人对你说喝下圣水后 你就能长生不老,20
"""重修""
""整個科系重修"" 我 直屬學長",20
貧困的傢伙: 石斧將是你最好的朋友,20
看看鏡子裡的你 就知道你有多醜了吧,20
"事務所接下公共修繕工程的案子
 有經驗的人： 十個公共工程九個坑
還有一個
事務所賺不了錢營造脫褲賠錢 施主 回頭是岸",20
你看！到處都是武林秘笈 平凡的你,20
失眠的人： 教會是你睡覺的好地方,20
上網一看！ 到處都是鬼滅屁孩 !,20
,
,
假日沒人找我出去 （我）,1
,
,
,
人家⋯⋯失戀了💔,1
當你原神爆肝升角沒摩拉時 (贏哥) 不..............................,1
,
,
义勇：我真的被讨厌了吗？ 内心,1
"先用雷達亮到對方並且先發制人
結果反被對方暴打一頓",1
主人只給我吃10包貓飼料,1
,
抱歉了統喵 但我們象迷真的需要那個酷冠軍,1
嗚嗚，等我睡一下下 技術問題排除中,1
抱歉了錢錢 但是我需要那個酷東西,1
抱歉了KEN ( ｀o）＝＜ ）））））○,1
,
解題課業上的數學 看不懂,1
,
,
我真的好笨,1
"讀書道理我都懂 
我就是寫不出來 ",1
到底要怎麼上榜,1
我真的好想放棄,1
為什麼我沒讀到這題,1
為什麼我考這麼低分,1
為什麼我這題我就是看不懂,1
為什麼我就是讀不懂,1
,
"女朋友说hi,你没有说hi 女朋友: 我觉得这段恋情只是我单方面付出，呜呜呜",1
"測試站明明是正常的捏
為啥上正式站就壞掉",1
"為什麼這麼好的房子
我現在才知道
而且快賣完了還不留給我",1
,
我也好想成功,1
"我朋友:這個小國到底有什麼
我:他們有獨立,台灣沒有
我朋友:",1
"居然說打了兩劑高端不算
還要再重打兩劑疫苗
副作用不明QQ",1
我都感動哭了 還不推起來！！！,1
我都感動哭了 還不推起來！,1
,
,
謝謝你~ 文慈~,1
,
,
抱歉了村民 但我需要那個酷,1
補課,1
,
,
沒有搶到0元蝦皮免運的你,1
,
,
,
老師，作業夠多了 不要再出了啊啊啊,1
餐飲科的我 花了四節課卻做出屎,1
錢錢！我需要錢錢！,1
媽媽讓你去補習 可是你不想去,1
,
你亂加妹子 我就哭哭,1
走了半小時的路 結果餐廳客滿 ,1
,
"當你把手機鈴聲變成你最喜歡的歌曲,以為可以天天聽到,可是卻發現已經1年沒有聽過了。",1
赤犬終於80級了！,1
乳清喝完了,1
完蛋，要開戰了！,1
我不是內鬼!!!,1
"我有很可能
只能寒假再回來了
希望那時候捲
已經發了水手服照",1
我的魔方被沒收,1
當你好不容易找到連結進了黑羽的DC群卻發現需要電話認證才能發言的表情be like 我沒有手機啊......QAQ,1
,
,
,
我明明只是小感冒 咳咳,1
正在做迷因時出了問題 我自己,1
,
"薇閣餐一周出現了了
""三次""三色豆",1
"沒有人：
當我搶不到Fumo時：
我： 好想拿到可愛琪魯諾Fumoㄚ",1
"當連假加班復興號不是
鳴日電鍋的鐵道迷：",1
我錯了嗎?,1
"當你正在拉屎時
郵差或快遞總是會在這時按電鈴按營養嘞!進退兩難! 叮咚~ 噗噗！",1
如果我打完疫苗掛了 請在下面幫我上香,1
教我數學,1
當我發現大家都不回我只按讚,1
上完廁所發現家裡衛生紙用完的你,1
"我想當""下一屆"" 洗廁所:下一屆有慰問品 冷氣:下一屆有的吹 書:出時我已經沒興趣了 其他......",1
,
對不起啦！,1
為甚麼我要哭,1
課到有1000魔法水晶  還是抽不到6個傳說水晶的我,1
当你发了一堆梗图，看完你的朋友却没有理你,1
上大夜班遇到ㄎㄧㄤ客的ME,1
,
,
我也想解套,1
（看比賽結果選手一整個大失常） 嚶嚶嚶是不是我帶賽,1
（看比賽結果支持的人輸得爆慘） 嚶嚶嚶是不是我帶賽,1
你他媽閉嘴好嗎QQ,1
,
第一次打爆實況主的我,1
,
三國的梗圖怎麼這麼少,1
,
"加碼券全部登記參加
才發現一個人一週只能抽中一種",1
難受 想我媽媽了,1
第一次被04x回覆 澄粉的表情,1
,
"目前人生一事無成
但是想到將來可能
更一事無成的我",1
第一次看到格雷冰茶 多多的表情,1
,
當你好不容易寫完的作文被你家屁孩拿去當圖畫紙,1
我真的需要那個Cool月餅 對不起肚肚,1
不要為難我,1
,
,
當我花了最後的35塊買學校販賣機，結果販賣機突然斷電。,1
"我的追蹤數80
但我梗圖單張最高讚數只有33個 我的追蹤數是假的嗎",1
當老師要我回答問題,1
想給帕奧選手做維基百科頁面可是由於資料過少導致被退回 我:,1
當我叫同學在學務處外面等我一下先不要走，結果出來都走了,1
,
"當你複習考沒帶手錶
歸咎於有一科沒寫完







啊啊啊啊啊啊啊啊",1
用电脑写论文的时候家里跳电 我,1
为什么没有人理我？？,1
,
唔~網路又當掉了啦 螢幕前的我,1
都這樣 沒愛了,1
女孩不要哭！ 眼淚似珍珠淚！,1
都沒人QAQ,1
"我好爛
我補不動大家
我對不起社會大眾",1
止損又漲回原位是什麼意思!!!! 我在螢幕前的表情,1
,
抱歉了車車 但我真的需要那些酷東西💰🍺💵,1
,
,
"老師叫我開鏡頭回答問題 可是我還在吃早餐： 抱歉了WiFi,你必須救我",1
好學生被老師罵時,1
,
抱歉了祕法符文 但我真的需要辣個酷酷的楓幣,1
抱歉了楓幣 但我真的需要辣個酷酷的祕法符文,1
,
,
,
"抱歉了酷東西
我真的需要錢錢",1
我知道我很帥，但是 為什麼 就是沒梗?,1
,
,
今天搭公車回家 結果錯過了兩班車，七點才回家 等第三班車來的我： 讓我回家啊...,1
,
,
抱歉,1
當你用500元的藍芽耳機聽歌，Wifi又不夠強的時候：,1
為甚麼我要看女朋友and女朋友,1
當直播主不理會我的SC 我的表情,1
我只想要盡早出脫敦泰而以,1
我輸好幾局了 就不能讓我贏兩局嗎？,1
"［南冥影］
（禁言中） 你們當我不想回話嗎",1
媽媽我明天不想加班,1
當我媽說今天要把自修後 的我,1
缺愛的鬼殺隊 余為什麼都不回來 余這垃圾！ 他們腦中：,1
嗚嗚！一直張嘴嘴巴好痛！,1
,
,
,
"(當你在學校被老師罵時) 我明天可以不要去上學嗎
我沒臉去學校",1
,
當你想跟同學借答案發現你一個人都不認識,1
口罩沒戴好,1
某鵝： 為什麼我拿不到園丁牌子,1
上線上課時偷打電動被老師問問題的我: 我沒在聽啊!!怎辦,1
哭哭,1
小櫻： 現在的我害怕極了！,1
抱歉了大漢 但北歐爸爸給的錢真的是太多了,1
,
,
當時的我... 害怕極了！！,1
"终于可以去学校上课了
这位同学留下了快乐的泪水",1
我想拿金牌,1
,
,
都沒人鳥我...,1
我妹和我媽都說我的笑聲很難聽時 我哭壞了,1
*當你想抽限時活動角時 *官方給你上個活動的角色,1
（鬼滅之刃） 大哥沒有輸 （日本奧運） 小戴沒有輸,1
當我看到戴資穎輸掉的時候,1
召喚站長阿川 麻煩在街頭字典新增編輯他人字詞功能,1
抱歉了酷東西 但我真的需要更多錢錢 高價轉賣,1
,
有一次因為疫情，我爸媽差點離婚 所以我晚上都會哭,1
我:求你別再咳ㄌ..,1
老公又消失一天了,1
當人生已經夠糟糕了，卻還是連玩among us都湊不齊人數,1
當排位又掉時 me,1
抱歉了，台中的水庫 但我真的需要那個酷發電,1
,
"不管每天睡了多久
出去生活 終究難逃憂鬱的每一天",1
為什麼55開都失敗,1
當你在檢討考卷你終於有一題對想休息一下 全班只有你一個人對所以老師叫你去講解,1
,
抱歉了錢錢 我們真的想翻譯那款酷桌遊,1
"抱歉了雞雞
可是我真的需要那酷錢錢",1
點開以為是Sandy 結果是統神端火鍋,1
"明明都上傳的為什麼不先轉正
我脖子很酸ㄟ",1
,
,
抽痰時被痰炸到全身 救救我，我變髒髒了,1
,
當我探探愛心不到五萬時 我需要那個酷東東,1
抱歉了阿姐 我真的需要肉肉這個酷東西,1
被搶礦的一樹,1
在一間第一次去的玩具店發現了十年前很想要的卡盒卻沒錢買,1
我能怎麼辦 我也很無奈啊,1
,
在等hello資源的我,1
愛哭面具,1
我只想去飯局而已! 快約!,1
"打贏王樣之後
看著王樣回到冥界的遊戲",1
,
我沒有錢,1
我上班會乖乖,1
對不起我上班會乖乖 杞旻老大,1
看完進巨最後一集的我:,1
,
小時候當魚刺卡在喉嚨時:,1
,
"啊～～～
誰能來救救我啊",1
,
"別哭了 台灣政治不是一天就
爛到有剩",1
抱歉了錢錢 但我真的需要那個閉門賽 ,1
你幹嘛這麼驚訝? 是沒見過偶哭喔?,1
他⋯生病了⋯⋯,1
"周瑜 嗚嗚嗚羅本一定是因為我太帥才黑我
連孔明都是我的小粉絲你多嘴什麼啦",1
對不起大螢幕黑寡婦 我真der需要健康,1
我在學校時 抱歉了 學校永遠都存在一群白癡在耍猴戲,1
"當黃鼠狼第三次復刻
老玩家： 滾",1
抱歉了毛毛 可能一輩子都要住在無名小鎮上了,1
功課好多貓生好難,1
我 流行好難懂,1
當政府宣佈微解封時 你的表情,1
當打了六次BO還是上不去鑽石 我,1
當師長要一名學渣考到台大時: 我太難了,1
,
"抱歉了錢錢
我真的很想要那些酷東西 ",1
,
我 的 信 心 被...... 完全打擊！！,1
我只是想搬家...,1
,
聽到有家庭作業時的我: 媽媽:還不快去寫! 還在假哭!,1
,
（線上畢業典禮沒哭的我） 看了桐生可可的畢業直播 我：,1
"上網課睡過頭沒點到名
被記曠課 我：",1
"找不到梗圖只好自己做的我 醬子你還不理我
小心我打爆你嗷",1
"你不理我 
小心我打你喔！",1
新系列的卡片 沒有一張適合你的牌組,1
想問答案發現沒人認識你,1
,
,
當你假日還要加班,1
官方只有出課金活動 我,1
"看到日曆上節日是情人節
 我:",1
失戀時 我的表情,1
今天突然被叫來輔導@_@,1
上視訊課被點名回答問題 忘記關背景音樂,1
你已死亡,1
當大家都在稱讚莫德納時 AZ：,1
嗚嗚~~~ 經理不發薪水 我要幹爆他!,1
媽媽叫你去洗澡，當你打開浴室門發現浴缸裏有一隻蟑螂🪳，這時媽媽又叫你快點洗澡時我的表情：,1
抱歉老師 我真的需要你把孩子帶走,1
新垣結衣要結婚時結婚時 我,1
親身示範兩週內拿到25學分,1
當二次元老婆有男友時 宅宅的內心:,1
台灣確診人數終於變成一百多人了!!!! 我的表情,1
鄰居在施工但期末考要考聽力 我的表情,1
掃廁所在工具間拿清潔劑時被同學反鎖門 我: 幹,1
考完日會話： 我終於可以睡覺覺了嚶嚶嚶,1
"別想了
反正客戶說的都對 Hsuan Yen的表情",1
"抱歉了我的錢錢，
但winning的拳套
真的好美",1
"朋友：你通識選什麼？
 （第一次選課結束）
我：開始選了嗎",1
光遇:＊彩虹斗上線＊ 我: 對不起了肝 但我真的需要那個酷斗篷,1
,
不接我電話... 又罵我內線交易,1
什麼？你說你味/嗅覺異常？！ 我：......,1
"當我發現原來就算六合彩買了一半數字
都不是有一半中獎機率",1
,
,
要开学了我的功课还没做 我：,1
老板：fmco停14天没有工钱哦 我：,1
日本捐疫苗給台灣 小粉紅:,1
,
雖然公司有確診卻不停工 原來韭菜是我自己,1
對不起了老闆 我的真很需要那個酷東西,1
"你朋友拉你入坑遊戲
 他卻拋棄你去玩其他遊戲 當初說好的一起呢 ",1
死也不放過我,1
謝謝,1
當外國人說台灣很棒 小粉紅:,1
"聽到阿神居然要退休了
我: 阿阿阿!!!阿神!!!沒有你我要怎麼活阿阿阿 明天要怎麼上課阿阿阿",1
"看完火神的眼淚最後結局
  我： 怎麼會這樣... 我好難過ㄛ⋯ 這種心情明天要怎麼上班啦⋯",1
教練找我當受身,1
嗚嗚嗚我有什麼辦法 朴成訓就很好看,1
"我爸媽不准我用
梗圖倉庫了",1
老師：你有沒有交作業 我：有啊！ 老師：啊我怎麼沒看到 我：又要重傳 我：,1
被逼玩胖公主還不能上廁所的我,1
抱歉了個資 但是我需要Among us跟朋友一起玩,1
日本政府 抱歉了民眾 但我真的需要那個酷東西,1
"為了錄畢業賀詞打開前鏡頭
才知道自己有多醜",1
老師:你有沒有交作業 我:有阿 老師:我怎麼沒看到 我:又要重傳 我:,1
我要出去!!!!!!! 別攔我!!!!,1
我:*成績爛* 同學:你到底有沒有讀書? 我:*成績好* 同學:你是不是作弊 我:,1
發票又再一次摃龜,1
我只是想玩遊戲而已,1
為什麼我沒有女朋友,1
"肚子越來越大
我真的不能再吃了",1
,
,
你：我很可憐，不要再逼我了,1
你：我很可憐,1
為什麼陳時中被罵,1
畢旅要取消了,1
為什麼都不幫我點愛心 看到愛心數的我,1
抱歉了熊熊 可是我真的很需要勇士那票房,1
要5C了啦,1
我好可憐啊🥺,1
玩apex總是跟台電一樣的你,1
我不想玩了,1
,
*電動打輸被隊友罵爆的你,1
520放閃的情侶 單身多年的我,1
,
"當你問了老師問題
但是老師沒有回答你 老...老師！！",1
希望有一天 大家都不再害怕愛滋感染者,1
同學有聽到我的聲音嗎 *忘記開麥克風的老師,1
隔壁在煮麻油雞,1
"*星期四段考,星期五公布成績* 只想快樂度過週末的我",1
小丑竟然是我自己,1
在Steam特價前一天原價買下遊戲的我,1
"一直打輸小班的凱文
都有女朋友（小玟） 而我們還是單身狗",1
床床 我回來了,1
"抱歉打擾了，
但是我真的需要那個酷東西。",1
老師：南投是唯一不靠海的縣市 南投：台北市看起來像靠海嗎,1
我要是有錢的話該有多好！,1
我的豆花三十塊！！,1
"當你培訓了很久
考試還是沒有過",1
"你都欺負我
 我不愛你了",1
小白你這樣對嗎？,1
,
"飛影 抱歉了各位觀眾
 但我真的需要那忠誠點數",1
"""老師我不想做專題了！！！"" *專題研究寫不出來的我",1
,
,
,
"被期中/期末
各科考試報告轟炸的我",1
今天事情好多 忙死了 救命啊,1
駕照考了兩次的我：,1
,
"抱歉了尊嚴，
但我真的很想要那個可愛桃",1
,
放任期中報告熬夜做迷因圖的小編,1
為甚麼我假日還要整理文獻,1
當特價時的東西很香的時候 抱歉了錢錢 我很需要那個東西,1
抱歉我真的買太多！,1
復活節假期後 個個同事都說我胖！！,1
你不是說電源插好也開不到機的嗎 為什麼要我乘三小時車來幫你插電源,1
當魔物開始預購 我：可是我沒有錢,1
抱歉了同事 但我真的需要Incident那個酷東西,1
"抱歉ㄌ動物
但是我真的需要你的肉肉",1
對不起錢包君 但我真的很想要那個東西,1
別讓UNCLE不開心,1
你為什麼要攻擊我的村莊,1
我再也不相信天文台了,1
情人節關我屁事,1
"抱歉，弟兄姐妹。
但我真的需要這個酷東西 什一奉獻",1
不知道在这个小组干嘛 第一次发贴(´･ω･`),1
教授:研究生就是要夜以繼日日以繼夜的做研究阿 我:抱歉了我的肝,1
知道Daft Punk解散後的禾,1
明天要上班了 神啊救救我吧,1
今天流的眼淚 都是昨天腦子進的水,1
當你很努力想要做出貢獻可是沒有能力 對不起我就只是一個只會看V的廢物,1
明天要開學了 半夜在趕寒假作業的我,1
身為不想開學擺爛君 教練，我想放假 你發現明天就要開學了,1
他…他攻擊我的村莊！,1
夾娃娃已經夾到保夾 結果還是夾不出來,1
洗完澡拿衣服的時候 結果手抖衣服掉到濕濕的地板上,1
我只想打傳說，為什麼都輸 貓生好難,1
我就懶嘛,1
*想選的課都沒選上* 我怎麼就這麼命賤呢,1
百家怎麼玩都輸的時候,1
,
我只想好好過年為什麼要這麼對我,1
,
"小時候總希望快點長大 
長大後才發現原來長大是有代價的 
 那個代價就是：那些無條件愛你的人們將會一個接著一個老死去
",1
不要在攻擊了 算我求你了,1
當寒暑假要結束時 又要肝作業,1
抱歉了身體 但我真的很需要那個酷東西,1
"當女生說獅子男
太輕浮、給人壓力、太熱情 獅子男的表情",1
當你講話稍微大聲一點時 你女朋友:你兇我... ,1
筆電準時發片了 觀眾的表情,1
垃圾桶！為甚麼!!!垃圾桶!!!,1
,
為什麼！为什么！,1
"抱歉了五臟六腑







但是我真的很需要嘗一嘗那個酷東西",1
你就是不要我了 我不聽我不聽我不聽,1
"抱歉了錢錢
我真的需要那些讚到翻的東東",1
抱歉了蕾兒 我真的需要這個可愛的妹妹,1
沒有BL的我 眼裡沒了星星,1
"抱歉了錢錢
但是我真的需要那個酷東東!",1
講師看到答案後,1
,
对不起电脑我真的很需要下载特战英豪因为真的太好玩惹 电脑：不要啊我会卦掉啊,1
"抱歉了各位！ 我真的很想吃肉
！！",1
,
抱歉了各位 但我必須處理一下這個人,1
*再不起床就會遲到的時間點,1
"寒假第一天早上排位11連勝
晚上卻遇到瑞克輔助加祖卡打野",1
躺在床上想到衣服還沒洗的你,1
天竺鼠車車還要一個禮拜才更新,1
我怎麼這麼醜醜,1
"想在學校推廣VTUBER的我: 全班只有我和其他兩個人知道,而且一個還單推鯊鯊 這將會是一場很長的戰役呢",1
,
我花了10年才交到一個女友，結果都還沒一起躺床上，就分手了...,1
當你響了bgm還是死了,1
"雖然我沒有談過戀愛 但不知道爲什麽聼
悲情歌的時候就想哭",1
當你想好好放寒假 但被當的命運還是不放過你,1
當自己做的蠢事被Po到低能卡上,1
我:(想哭但忍住了)  別人：不要哭啦 我：,1
,
"為什麼你們就是不肯陪我
不肯聽我講心事",1
人際交流什麼的好累喔 可以暫時讓我自己一個人嗎......,1
拜年什麼的好累喔 我可以自己留下來看家嗎？,1
對不起了錢錢 我真的需要那個酷會員,1
,
"對不起良心







我真的需要那個酷御碎",1
我阻止不了！！！！,1
謝  謝,1
"你沒說 但是
謝謝你的生日快樂",1
魯酥這個身份，要跟大家道別了~,1
當你大便的時候水彈起來 撲通! 鯊騎媽迷因,1
照胃鏡沒想像那麼恐怖啦！ 委屈到差點爆哭的我..,1
考試差一分及格的我,1
"抱歉了尾巴
可是我真的需要那個埋在瓦礫堆裡的酷東西",1
"教授：「這四個系列的參數，一個月內做成成果報告出來，就當你碩論題目°」 抱歉了肝藏
抱歉了床床
我需要那個能畢業的酷東西",1
,
"我好窮
嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚",1
抱歉了錢錢 我真的需要那個JPG,1
上班打卡制，下班責任制，人生好厭世。,1
黑田直播R6邀觀眾： 我的表情,1
前WeMo車主沒有做好氣味管理 戴上安全帽的我,1
"現在...的...年輕人...
...都...不講...武德...",1
,
他...........怎麼可以長那麼醜,1
玩王者時被搶野王的我: 我TM才是打野啦!,1
一事無成ㄉ2020 2021還是要一起廢好ㄇ,1
這不是眼淚，是我眼裡的汗水,1
不要在噗噗內內好喝到咩噗茶了,1
對不起寶寶 我需要Dior包包,1
"當你今晚心血來潮
想要尻一發 但你喜歡的超優質謎片已經被Pornhub砍掉了",1
抱歉了哥哥 但我真的想要 那酷酷的東西,1
"當你想買一隻牙吠王來玩
卻發現一隻要價4000塊",1
"我：*邊哭邊安慰人*
　　不哭，不哭，眼淚內是珍珠",1
"抱歉了同學
但我真的需要那個cool學分 請高抬貴手，點下連結",1
"走回三樓

忘記要拿什麼東西 ",1
抱歉了錢包 我真的想要那些酷遊戲,1
你好可憐,1
今晚很想喝酒 結果只有0酒精的啤酒,1
對不起了錢錢 我真的需要那個酷東西,1
,
我太難過了 喵喵喵,1
"抱歉了理智        
 我真的很需要地方""貓貓""",1
對不起了自由民主 但我真的很需要那些RMB,1
我們... … 不如就到這裡吧,1
我好邊緣！,1
抱歉了個資 我真的需要那些酷東西,1
"當寶寶沒有說晚安
卻先發制人的時候 幹!",1
抱歉了錢錢 但是我也沒有錢,1
（在福利社看到你前面的人把最後一個布丁拿走） 幹！！！,1
抱歉了紅璦 但我真的打不到六萬,1
看到Youtube當機的我,1
"對不起了記者，
但我真的比較喜歡醫生",1
今天物理好不容易及格 發現明天生物要小考,1
成立了三年的ig帳號 粉絲30人數,1
看到奇怪的東西時 我的的表情,1
,
人生太難辣,1
,
,
,
,
,
"每一篇徵耶誕舞伴都排
但沒有人回",1
,
真的很靠杯,1
,
,
,
剛起床: 看到你的村莊被打爛 錢還被偷光,1
拿到期中考卷的我：,1
聖誕老公公抱歉了 但是我真的想要那酷酷的期末成績,1
"當你發現想買的裝備已經停產
老王店裡也賣完的時候... 只能默默含淚了....",1
,
,
發現自己痛苦來源是不能正直又賺不到錢,1
,
嘔心瀝血的做好了設計 卻在評圖當天睡過頭,1
看到可可會長又要休息 單推桐生可可的人,1
對不起了錢錢 我真的需要那個,1
當你的手在保定的時候被貓咪咬爆 你剛剛不是說你的貓很乖？！,1
,
看著哈克卡池手裡卻沒有鑽石了,1
﻿正在上數學課的我,2
你看著我的眼睛 再說一次,2
當你抽太多大麻所看到的宇宙,2
,
奇怪的知識增加了,2
有些人說做地獄梗罔顧死者的感受 可是死者都死了怎麼會有感受,2
如果中文是我們的母語 ， 那麼英文不就是我們的子語 日語不就是我們的孫語,2
奇怪的悟空增加了,2
我從以前看柯南到現在我才發現 柯南每一級都是兇手,2
"香港被一國兩制可以用本名參加奧運 台灣是獨立的卻只能用
中華台北這鳥名子 中國怎麼這麼不珍惜到手的香港呢",2
"當我知道世界上有英雄
 我就知道絕對有他",2
"突然覺得柯南聯動可能無緣 就好像那一檔的槍彈xx聯動一樣
還有夢幻島的那一檔一樣",2
當我知道懶人是奸商時 我就知道不單純,2
"當你在交友軟體上看到
：看感覺 精通通靈的智障阿",2
當買物資時 看到有人沒戴口罩 幹,2
,
1996年有迷你世界！！ minecraft 是盜版 這真是太Ｕ質了 厲害了！我的牆國,2
你發現了梗圖俱樂部避難所!!! 喜歡梗圖的你,2
我發現了!!!!!! 沒事,2
追蹤我的人做的梗圖類型和我差不多，所以追蹤追蹤我的人，應該會喜歡我做的梗圖，只要追蹤追蹤追蹤我的人，對方就會看到我追蹤他，然後看看我的頻道，發現符合他的胃口就會追蹤我，我就可以漲粉了 掌握漲粉密碼！！,2
"0＝0分
1＝我
1×0＝0
所以我＝考零分",2
我硬了,2
,
,
這是合成器?酷ㄟ,2
看什麼看？沒看過貓抽煙？,2
"取消教甄可以減少新進正式老師的預算
反正代理跟他們做的事情一樣
甚至更多！！
 政府 似乎想到ㄌ什麼",2
 政府：線上教學可以減少終點代課人力和薪資,2
日本廢萌濃度上升了,2
貓可以從鼻孔噴水 奇怪的知識又增加了,2
為什麼小黃瓜是綠的？,2
眾所周知 三國時代有四個國家,2
,
,
,
1450剛跟我說 至少你還活著你就該感謝中央 ,2
,
"揪眾到家看Netflix，犯法
揪團去百貨看電影，合法 奇怪的邏輯增加了！！",2
"水桶撈熱帶魚可以獲得熱帶魚桶
使用合成台上卻不行 奇怪的知識增加了！",2
得知到YOASOBI不是一個人的名字，而是一個雙人組合的音樂團隊,2
當我看到主人打開了無痕瀏覽器 我就被關房間了...,2
當你隨便打一堆數字 跑出了一些本子,2
奇怪的性癖增加了 ,2
,
原來  梗圖倉庫的流量顛峰期是晚上,2
,
聽到六四的中共: 說六四的人,2
梗圖貓對柯p使用大招：完全鎖定！,2
,
,
,
經理：自動手臂團隊，我知道那邊破解了,2
泣民調顯示： 有78%的人願意打國產 你各位是那1800萬分之一ㄇ,2
第一次看了JOJO的我 歐拉歐拉歐拉歐拉,2
原來minecraft的BUG是特性 1.15是BUG 1.16更新後變特性,2
原來自己可以幫自己做的梗圖按讚！,2
,
奇怪的知識增加了:>,2
,
第一次發現 功課全部都是影片,2
第一次看到vtuber的我 A~,2
,
當小學生知道直接放暑假時,2
當我發現了新功能——話題部落時 我的表情： 發現新功能了诶,2
,
"1=3/3   1/3=0.333333333 ...  
0.33333333...ⅹ3=0.999999999...
所以1=0.999999999...",2
奇怪的知識增加了,2
主日40分鐘過去了.... 奇怪的知識增加了,2
奇怪的知識增加了,2
第一次看到迷片 我的表情:,2
原來多拉a夢以前是黃色的,2
喔喔喔喔喔 長知識了,2
線上實習裝死的組員,2
奇怪的國瑜增加了,2
,
,
第一次被罵時 我的表情,2
我是誰?我在哪?,2
打了那么多年的油才发现有红色按钮 我,2
看了胖虎和小夫的我,2
,
如果基督徒在受洗前先把水燒開 會不會變壽喜燒,2
"只要不上場打比賽，
就部會有輸掉的問題。",2
遊戲提示:即將花費180金玉購買食用加速油*1附贈魂芯並執行召喚 我: 原來食用加速油那麼貴,2
"紓困4.0
到底是紓困到誰",2
,
第一次喝到ASILI的紫茶 鄭家弦的表情,2
"卡美哈梅哈大帝，是夏威夷王國的開創者。經過多年征戰，於1810年統一了夏威夷群島，因此他也有太平洋的拿破崙的綽號。
後來，日本漫畫家鳥山明在構思主角絕招名稱的時候，妻子提議用夏威夷王國的開創者名字來命名。
也就是後來眾所皆知的：
「龜派氣功」 奇怪的知識增加了！！",2
,
"醫師：出門不要隨便碰眼睛喔 會有機會受到感染
阿伯：那把口罩戴在眼睛上不就好了嗎                 奇怪的領域展開了",2
雞尾酒療法 病人針劑太多一次把所有藥物加進bag一起滴,2
當你知道有無痕模式這個東西 尻爆,2
,
原來從頭硬到尾... 是真的,2
,
"原來周末是可以
出遊的日子",2
綠犀牛只有3公分,2
貴，從不是iPhone的缺點，是你的缺點,2
單純只是想睡覺的眼神,2
實用的知識增加了！,2
使用薄荷衛生棉的子晴,2
疫調、匡列、一人確診全家篩檢真是好辦法！！ 防疫lag一年半的柯文哲,2
"因為害老哥生氣很難過
但是繼續玩梗圖",2
神經節？那是一個全新的節日嗎？,2
哇！奇怪的人耶,2
"奇怪的債務增加了！ 高雄大寮15人群聚談判債務
違反防疫，開罰每人至少6萬元 ",2
智商快篩陰性的貓,2
看見智商普篩陽性的患者,2
當老師開始線上教學時 我剛剛早餐吃了什麼,2
香草香料是海狸肛門分泌物做的 奇怪的知識增加了！,2
,
用vt身分教學的老師發現有人給他sc時 老師的新世界大門打開了,2
我真是太聰明了,2
看好了世界... 強化三級！！！,2
魷魚不戴口罩會變成什麼? 橄~欖~油~,2
3加11+桃園諾富特+萬華茶藝館+獅子王+...（以下略）=防疫大破口！ 奇怪的知識增加了！,2
"在平常換機油的機車行
第一次用liinepay付款 竟然收到發票",2
,
我有很多種奇怪的梗圖知識增加了,2
奇怪的知識增加了! 校正回歸,2
恩...原來蔡英文說的話都是屁話，什麼台灣很安全,2
,
奇怪的A迷因增加了,2
,
把好多口味的嗨啾塞嘴巴的我: *彩虹口味*,2
,
,
看了網友各種回復之後的你,2
我買的股票終於漲一次,2
第一次知道主量子數(n) 磁量子數(m) 自旋量子數(s) 角量子數(l)的簡稱是你媽死了(nmsl),2
座員們的女子力上升了,2
躺在床上一個小時後,2
成績差讀治平但是有妹子,2
當你的梗圖破一千瀏覽,2
"已知0x1=0
        0x2=0 已知0=C朗
        1=自己 0x1=0 結論：C朗x自己=C朗
自己＝C朗",2
,
小學時靠google翻譯成功破解學校電腦的色情守門員 原來我是個駭客,2
聽完靈學講座 奇怪的知識增加了,2
原來碩博論=journal 原來碩博論=journal,2
,
,
沒吃午餐要記過 奇怪的知識增加了,2
這樣是不是就可以... 跟老師取消明天的會議,2
廚房工作竟然有這樣的待遇 傻眼貓咪,2
"廚房工作竟然
比公務員還穩定 奇怪的知識增長了",2
怎麼可能有這種餐廳？ 求職廚師們的表情,2
為了不被打到升4等 自滅開炎精,2
當我搜尋仲夏夜之X夢 我的思想和表情,2
"熱狗原名維也納香腸 那香腸堡是不是就只是大亨堡? 那大腸包小腸
能不能叫作大腸包小狗?",2
第一次看Vtuber Peko,2
好吃的東西掉到地上 在地美食,2
有些數位工具似乎可以解決問題!,2
奇怪的姿勢增加了！！！,2
奇怪的姿勢增加了,2
各位老師 來蕉流蕉流嘛,2
主管說為了節省墨水，報告的圖要把黑底處反白 沒反白的話會要你回去修正後，重印一份報告,2
神秘的時刻來臨時 哈庫那馬他他,2
我：如果睡覺時腳冷怎麼辦 妹：你可以把腳放嘴巴裡,2
被長輩直接開房門 我的表情,2
肚子痛吃了朋友的藥,2
小港溫暖小棉襖!!!,2
